KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000866001,T000866002,T000866003,T000866004,T000866005,T000866006,T000866007,T000866008,T000866009,T000866010,T000866011,T000866012,T000866013
,,,,,,,総数,Ａ　管理的職業従事者,Ｂ　専門的・技術的職業従事者,Ｃ　事務従事者,Ｄ　販売従事者,Ｅ　サービス職業従事者,Ｆ　保安職業従事者,Ｇ　農林漁業従事者,Ｈ　生産工程従事者,Ｉ　輸送・機械運転従事者,Ｊ　建設・採掘従事者,Ｋ　運搬・清掃・包装等従事者,Ｌ　分類不能の職業
1204217007,3,旭川市,豊岡七条７丁目,0,,,137,3,24,25,12,34,5,-,16,3,5,8,2
1204217008,3,旭川市,豊岡七条８丁目,0,,,60,1,6,13,6,11,2,1,12,4,-,4,-
1204217009,3,旭川市,豊岡七条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1204217010,3,旭川市,豊岡七条１０丁目,0,,,103,4,18,20,16,18,1,1,9,1,8,4,3
1204217011,3,旭川市,豊岡七条１１丁目,0,,,105,-,35,19,11,14,-,2,5,2,5,9,3
12042180,2,旭川市,豊岡八条,0,,,1168,29,173,151,200,168,18,9,125,49,82,95,69
1204218001,3,旭川市,豊岡八条１丁目,0,,,132,3,25,17,18,23,3,-,17,1,9,11,5
1204218002,3,旭川市,豊岡八条２丁目,0,,,180,6,20,13,37,22,3,3,22,14,15,11,14
1204218003,3,旭川市,豊岡八条３丁目,0,,,210,4,28,30,33,34,4,1,20,7,13,17,19
1204218004,3,旭川市,豊岡八条４丁目,0,,,140,6,16,18,30,23,-,1,10,5,9,14,8
1204218005,3,旭川市,豊岡八条５丁目,0,,,127,5,16,16,19,14,3,-,12,8,13,11,10
1204218006,3,旭川市,豊岡八条６丁目,0,,,52,-,7,9,9,5,1,-,6,2,5,5,3
1204218007,3,旭川市,豊岡八条７丁目,0,,,122,1,13,18,16,18,1,3,18,7,7,13,7
1204218008,3,旭川市,豊岡八条８丁目,0,,,130,1,28,16,27,20,2,1,13,3,8,10,1
1204218009,3,旭川市,豊岡八条９丁目,0,,,30,1,9,5,7,2,-,-,2,-,2,-,2
1204218010,3,旭川市,豊岡八条１０丁目,0,,,45,2,11,9,4,7,1,-,5,2,1,3,-
1204218011,3,旭川市,豊岡八条１１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12042190,2,旭川市,豊岡九条,0,,,983,23,175,178,124,130,18,9,104,48,58,70,46
1204219001,3,旭川市,豊岡九条１丁目,0,,,87,-,19,16,14,11,-,-,10,4,3,5,5
1204219002,3,旭川市,豊岡九条２丁目,0,,,99,1,13,13,15,14,-,-,7,10,8,10,8
1204219003,3,旭川市,豊岡九条３丁目,0,,,93,4,9,13,10,13,3,2,14,5,9,4,7
1204219004,3,旭川市,豊岡九条４丁目,0,,,85,1,13,13,10,14,-,1,6,6,5,9,7
1204219005,3,旭川市,豊岡九条５丁目,0,,,182,7,22,35,19,24,4,-,20,8,13,17,13
1204219006,3,旭川市,豊岡九条６丁目,0,,,78,2,11,18,8,11,3,2,10,2,3,6,2
1204219007,3,旭川市,豊岡九条７丁目,0,,,88,4,23,14,14,9,1,1,9,5,1,5,2
1204219008,3,旭川市,豊岡九条８丁目,0,,,96,-,17,22,11,15,-,2,10,5,5,7,2
1204219009,3,旭川市,豊岡九条９丁目,0,,,31,1,5,8,5,4,3,-,2,1,1,1,-
1204219010,3,旭川市,豊岡九条１０丁目,0,,,37,-,14,8,4,2,1,-,3,1,2,2,-
1204219011,3,旭川市,豊岡九条１１丁目,0,,,107,3,29,18,14,13,3,1,13,1,8,4,-
12042200,2,旭川市,豊岡十条,0,,,922,22,141,147,144,118,19,13,104,44,70,65,35
1204220001,3,旭川市,豊岡十条１丁目,0,,,62,3,10,13,14,9,-,-,4,2,3,2,2
1204220002,3,旭川市,豊岡十条２丁目,0,,,123,3,20,13,23,19,5,1,10,5,9,9,6
1204220003,3,旭川市,豊岡十条３丁目,0,,,53,1,4,6,9,7,2,1,6,3,5,8,1
1204220004,3,旭川市,豊岡十条４丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1204220005,3,旭川市,豊岡十条５丁目,0,,,76,2,9,13,13,13,1,-,6,2,9,4,4
1204220006,3,旭川市,豊岡十条６丁目,0,,,145,2,17,22,23,21,2,1,23,9,4,11,10
1204220007,3,旭川市,豊岡十条７丁目,0,,,89,1,11,9,8,11,2,4,11,10,8,11,3
1204220008,3,旭川市,豊岡十条８丁目,0,,,129,3,20,25,21,14,1,2,16,2,10,10,5
1204220009,3,旭川市,豊岡十条９丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
1204220010,3,旭川市,豊岡十条１０丁目,0,,,155,4,23,30,23,16,3,1,22,7,19,3,4
1204220011,3,旭川市,豊岡十条１１丁目,0,,,90,3,27,16,10,8,3,3,6,4,3,7,-
12042210,2,旭川市,豊岡十一条,0,,,888,24,131,135,120,140,11,11,103,39,69,66,39
1204221001,3,旭川市,豊岡十一条１丁目,0,,,32,1,1,6,4,10,1,2,3,-,1,3,-
1204221002,3,旭川市,豊岡十一条２丁目,0,,,102,3,12,21,12,13,2,1,12,3,6,6,11
1204221003,3,旭川市,豊岡十一条３丁目,1,,221004,122,6,16,14,8,23,5,1,12,3,13,14,7
1204221004,3,旭川市,豊岡十一条４丁目,2,221003,,X,X,X,X,X,X,X,X,X,X,X,X,X
1204221005,3,旭川市,豊岡十一条５丁目,0,,,128,1,13,15,18,24,1,1,20,8,11,10,6
1204221006,3,旭川市,豊岡十一条６丁目,0,,,111,2,19,12,15,16,1,3,13,4,9,9,8
1204221007,3,旭川市,豊岡十一条７丁目,0,,,118,1,13,19,16,24,-,2,19,7,7,6,4
1204221008,3,旭川市,豊岡十一条８丁目,0,,,109,3,21,17,20,16,1,1,8,9,8,5,-
1204221009,3,旭川市,豊岡十一条９丁目,0,,,24,1,3,5,4,1,-,-,3,1,2,3,1
1204221010,3,旭川市,豊岡十一条１０丁目,0,,,106,5,19,18,21,9,-,-,11,4,9,8,2
1204221011,3,旭川市,豊岡十一条１１丁目,0,,,36,1,14,8,2,4,-,-,2,-,3,2,-
12042220,2,旭川市,豊岡十二条,0,,,953,16,159,140,151,135,21,6,111,44,52,75,43
1204222001,3,旭川市,豊岡十二条１丁目,0,,,40,1,2,4,9,6,2,1,6,3,1,4,1
1204222002,3,旭川市,豊岡十二条２丁目,0,,,34,1,3,8,3,4,-,-,5,1,3,4,2
1204222003,3,旭川市,豊岡十二条３丁目,0,,,93,1,14,11,5,17,1,-,13,9,4,10,8
1204222004,3,旭川市,豊岡十二条４丁目,0,,,88,1,13,10,11,20,2,-,7,1,8,6,9
1204222005,3,旭川市,豊岡十二条５丁目,0,,,160,1,28,19,27,20,4,3,18,8,9,16,7
1204222006,3,旭川市,豊岡十二条６丁目,0,,,161,7,38,31,29,13,2,1,15,3,6,8,8
1204222007,3,旭川市,豊岡十二条７丁目,0,,,101,1,11,14,17,18,3,1,13,4,5,12,2
1204222008,3,旭川市,豊岡十二条８丁目,0,,,115,-,19,18,19,16,3,-,15,9,6,6,4
1204222009,3,旭川市,豊岡十二条９丁目,0,,,42,1,4,6,10,9,1,-,5,1,2,3,-
1204222010,3,旭川市,豊岡十二条１０丁目,0,,,119,2,27,19,21,12,3,-,14,5,8,6,2
1204222011,3,旭川市,豊岡十二条１１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12042230,2,旭川市,豊岡十三条,0,,,763,19,85,108,112,129,26,10,80,33,58,54,49
1204223001,3,旭川市,豊岡十三条１丁目,0,,,96,-,3,13,20,19,4,-,6,6,8,7,10
1204223002,3,旭川市,豊岡十三条２丁目,0,,,45,-,3,8,3,7,1,2,5,4,1,7,4
1204223003,3,旭川市,豊岡十三条３丁目,0,,,98,-,10,12,11,18,3,3,14,7,12,6,2
1204223004,3,旭川市,豊岡十三条４丁目,0,,,80,5,6,6,11,15,3,3,8,4,4,4,11
1204223005,3,旭川市,豊岡十三条５丁目,0,,,102,4,12,18,18,18,2,-,11,3,7,3,6
1204223006,3,旭川市,豊岡十三条６丁目,0,,,86,2,15,12,12,10,-,1,20,3,2,5,4
1204223007,3,旭川市,豊岡十三条７丁目,0,,,99,2,12,14,17,20,4,-,3,2,7,10,8
1204223008,3,旭川市,豊岡十三条８丁目,0,,,124,5,17,22,15,17,9,1,9,3,14,10,2
1204223009,3,旭川市,豊岡十三条９丁目,0,,,33,1,7,3,5,5,-,-,4,1,3,2,2
12042240,2,旭川市,豊岡十四条,0,,,806,19,122,101,115,114,24,8,91,50,63,51,48
1204224003,3,旭川市,豊岡十四条３丁目,0,,,64,1,7,5,7,10,2,1,8,4,10,5,4
1204224004,3,旭川市,豊岡十四条４丁目,0,,,115,8,7,12,13,21,2,2,12,11,5,10,12
1204224005,3,旭川市,豊岡十四条５丁目,0,,,199,2,36,22,29,23,7,2,20,16,19,10,13
1204224006,3,旭川市,豊岡十四条６丁目,0,,,81,1,12,11,8,16,3,1,8,1,9,7,4
1204224007,3,旭川市,豊岡十四条７丁目,0,,,156,6,17,19,26,23,5,1,19,8,15,12,5
1204224008,3,旭川市,豊岡十四条８丁目,0,,,145,1,35,23,24,14,5,1,19,7,4,6,6
1204224009,3,旭川市,豊岡十四条９丁目,0,,,46,-,8,9,8,7,-,-,5,3,1,1,4
12042250,2,旭川市,豊岡十五条,0,,,514,8,58,63,64,96,10,5,65,24,34,45,42
1204225004,3,旭川市,豊岡十五条４丁目,0,,,82,-,12,11,14,13,5,-,4,4,4,7,8
1204225005,3,旭川市,豊岡十五条５丁目,0,,,90,2,9,9,13,17,3,1,11,6,10,5,4
1204225006,3,旭川市,豊岡十五条６丁目,0,,,213,2,19,27,24,45,1,1,25,9,14,25,21
1204225007,3,旭川市,豊岡十五条７丁目,0,,,86,3,16,9,10,11,1,3,16,5,5,5,2
1204225008,3,旭川市,豊岡十五条８丁目,0,,,43,1,2,7,3,10,-,-,9,-,1,3,7
12042260,2,旭川市,豊岡十六条,0,,,69,-,7,18,7,7,-,2,11,2,3,6,6
1204226007,3,旭川市,豊岡十六条７丁目,0,,,69,-,7,18,7,7,-,2,11,2,3,6,6
1204226008,3,旭川市,豊岡十六条８丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
12042310,2,旭川市,東光一条,0,,,966,23,151,131,152,150,22,12,110,46,52,80,37
1204231001,3,旭川市,東光一条１丁目,0,,,76,1,9,8,8,16,1,-,10,1,8,7,7
1204231002,3,旭川市,東光一条２丁目,0,,,126,6,15,15,23,24,3,2,13,5,7,6,7
1204231003,3,旭川市,東光一条３丁目,0,,,98,1,17,15,6,14,3,1,9,8,2,14,8
1204231004,3,旭川市,東光一条４丁目,0,,,111,7,16,13,17,21,5,2,10,5,2,10,3
1204231005,3,旭川市,東光一条５丁目,0,,,78,2,22,14,9,13,2,-,12,-,-,1,3
1204231006,3,旭川市,東光一条６丁目,0,,,109,2,12,17,21,12,2,1,15,10,4,11,2
1204231007,3,旭川市,東光一条７丁目,0,,,122,-,7,19,28,15,-,1,18,8,12,12,2
1204231008,3,旭川市,東光一条８丁目,0,,,45,1,4,6,8,10,1,-,5,2,2,5,1
1204231009,3,旭川市,東光一条９丁目,0,,,37,1,6,2,8,6,-,-,4,2,4,2,2
1204231010,3,旭川市,東光一条１０丁目,0,,,164,2,43,22,24,19,5,5,14,5,11,12,2
12042320,2,旭川市,東光二条,0,,,1027,23,182,154,151,158,32,6,113,36,55,65,52
1204232001,3,旭川市,東光二条１丁目,0,,,203,1,35,28,26,37,8,2,28,5,12,13,8
1204232002,3,旭川市,東光二条２丁目,0,,,127,6,18,24,19,15,5,1,9,2,6,9,13
1204232003,3,旭川市,東光二条３丁目,0,,,102,3,13,16,13,10,4,-,10,5,9,11,8
1204232004,3,旭川市,東光二条４丁目,0,,,125,1,24,15,18,22,4,1,9,6,6,11,8
1204232005,3,旭川市,東光二条５丁目,0,,,85,-,15,8,17,11,4,1,11,3,5,2,8
1204232006,3,旭川市,東光二条６丁目,0,,,71,1,9,7,17,9,1,-,12,2,5,6,2
1204232007,3,旭川市,東光二条７丁目,0,,,103,7,13,21,13,16,1,-,15,4,7,3,3
1204232008,3,旭川市,東光二条８丁目,0,,,87,1,27,13,10,17,-,-,11,3,3,2,-
1204232009,3,旭川市,東光二条９丁目,0,,,26,1,3,6,3,6,2,-,1,-,1,3,-
1204232010,3,旭川市,東光二条１０丁目,0,,,98,2,25,16,15,15,3,1,7,6,1,5,2
12042330,2,旭川市,東光三条,0,,,838,33,158,133,122,123,20,7,74,36,43,63,26
1204233001,3,旭川市,東光三条１丁目,0,,,107,4,13,18,15,19,5,-,9,4,5,10,5
1204233002,3,旭川市,東光三条２丁目,0,,,88,5,22,14,11,7,4,1,6,1,5,8,4
1204233003,3,旭川市,東光三条３丁目,0,,,110,-,18,16,21,18,4,-,9,5,5,9,5
1204233004,3,旭川市,東光三条４丁目,0,,,82,5,15,13,15,11,-,2,7,2,7,4,1
1204233005,3,旭川市,東光三条５丁目,0,,,100,5,21,11,14,15,3,1,9,4,6,9,2
1204233006,3,旭川市,東光三条６丁目,0,,,43,4,7,6,9,8,-,-,4,4,-,1,-
1204233007,3,旭川市,東光三条７丁目,0,,,98,4,13,15,9,18,-,1,16,5,5,9,3
1204233008,3,旭川市,東光三条８丁目,0,,,77,3,18,17,10,9,3,1,4,1,3,6,2
1204233009,3,旭川市,東光三条９丁目,0,,,36,-,4,6,5,5,-,1,4,4,1,3,3
1204233010,3,旭川市,東光三条１０丁目,0,,,97,3,27,17,13,13,1,-,6,6,6,4,1
12042340,2,旭川市,東光四条,0,,,889,19,144,142,137,129,15,13,103,51,44,71,21
1204234001,3,旭川市,東光四条１丁目,0,,,94,2,17,7,19,15,1,3,7,6,6,6,5
1204234002,3,旭川市,東光四条２丁目,0,,,115,3,15,26,13,16,2,3,14,7,6,9,1
1204234003,3,旭川市,東光四条３丁目,0,,,115,1,19,23,14,18,2,-,17,4,5,12,-
1204234004,3,旭川市,東光四条４丁目,0,,,135,4,19,20,19,26,5,2,14,4,7,12,3
1204234005,3,旭川市,東光四条５丁目,0,,,98,2,28,17,15,10,-,3,7,2,2,12,-
1204234006,3,旭川市,東光四条６丁目,0,,,18,2,3,1,6,1,-,-,5,-,-,-,-
1204234007,3,旭川市,東光四条７丁目,0,,,63,1,15,9,10,7,1,1,7,3,5,3,1
1204234008,3,旭川市,東光四条８丁目,0,,,122,3,10,11,17,20,2,1,17,15,3,13,10
1204234009,3,旭川市,東光四条９丁目,0,,,40,-,5,9,8,5,-,-,5,2,4,1,1
1204234010,3,旭川市,東光四条１０丁目,0,,,89,1,13,19,16,11,2,-,10,8,6,3,-
12042350,2,旭川市,東光五条,0,,,1021,21,159,152,147,174,13,12,119,35,57,83,49
1204235001,3,旭川市,東光五条１丁目,0,,,194,3,32,29,25,34,2,3,18,7,14,14,13
1204235002,3,旭川市,東光五条２丁目,0,,,138,2,22,21,18,31,2,1,15,2,6,8,10
1204235003,3,旭川市,東光五条３丁目,0,,,95,5,15,10,15,15,2,-,13,5,3,8,4
1204235004,3,旭川市,東光五条４丁目,0,,,139,2,17,22,28,26,-,-,22,5,4,8,5
1204235005,3,旭川市,東光五条５丁目,0,,,72,4,8,14,12,10,-,1,6,1,6,6,4
1204235006,3,旭川市,東光五条６丁目,0,,,87,3,8,10,13,15,1,-,10,4,6,11,6
1204235007,3,旭川市,東光五条７丁目,0,,,64,-,5,8,8,10,2,-,14,2,7,7,1
1204235008,3,旭川市,東光五条８丁目,0,,,96,1,22,13,16,8,1,3,11,4,4,10,3
1204235009,3,旭川市,東光五条９丁目,0,,,27,-,8,5,-,2,-,1,3,1,2,4,1
1204235010,3,旭川市,東光五条１０丁目,0,,,109,1,22,20,12,23,3,3,7,4,5,7,2
12042360,2,旭川市,東光六条,0,,,1016,24,172,163,171,125,23,15,108,41,51,87,36
1204236001,3,旭川市,東光六条１丁目,0,,,130,5,18,16,20,25,2,3,12,5,8,12,4
1204236002,3,旭川市,東光六条２丁目,0,,,106,3,18,18,13,10,4,2,11,9,3,9,6
1204236003,3,旭川市,東光六条３丁目,0,,,139,1,26,25,21,13,4,4,15,8,2,10,10
1204236004,3,旭川市,東光六条４丁目,0,,,59,2,11,9,11,4,3,1,10,1,-,7,-
1204236005,3,旭川市,東光六条５丁目,0,,,166,1,39,25,36,16,3,2,15,2,9,11,7
1204236006,3,旭川市,東光六条６丁目,0,,,122,2,18,19,22,23,-,-,10,5,10,8,5
1204236007,3,旭川市,東光六条７丁目,0,,,48,1,10,6,11,2,1,-,4,3,4,6,-
1204236008,3,旭川市,東光六条８丁目,0,,,116,1,16,21,20,15,4,2,13,2,10,11,1
1204236009,3,旭川市,東光六条９丁目,0,,,27,5,2,4,5,2,-,1,4,2,-,2,-
1204236010,3,旭川市,東光六条１０丁目,0,,,103,3,14,20,12,15,2,-,14,4,5,11,3
12042370,2,旭川市,東光七条,0,,,898,21,127,151,128,134,19,11,122,29,53,77,26
1204237001,3,旭川市,東光七条１丁目,0,,,104,3,14,8,14,15,5,-,12,4,12,10,7
1204237002,3,旭川市,東光七条２丁目,0,,,140,-,20,22,19,22,3,2,27,1,9,13,2
1204237003,3,旭川市,東光七条３丁目,0,,,142,5,16,20,23,23,2,2,16,7,8,18,2
1204237004,3,旭川市,東光七条４丁目,0,,,96,3,15,15,15,24,1,2,12,2,4,3,-
1204237005,3,旭川市,東光七条５丁目,0,,,75,1,3,20,13,7,4,-,7,7,4,6,3
1204237006,3,旭川市,東光七条６丁目,0,,,74,1,7,13,15,9,2,-,17,-,1,7,2
1204237007,3,旭川市,東光七条７丁目,0,,,82,3,17,11,11,14,1,-,8,3,3,6,5
1204237008,3,旭川市,東光七条８丁目,0,,,62,1,12,11,6,8,1,1,10,1,3,5,3
1204237009,3,旭川市,東光七条９丁目,0,,,20,1,3,5,2,2,-,-,-,2,3,2,-
1204237010,3,旭川市,東光七条１０丁目,0,,,103,3,20,26,10,10,-,4,13,2,6,7,2
12042380,2,旭川市,東光八条,0,,,677,16,137,108,90,83,16,4,70,34,42,49,28
1204238001,3,旭川市,東光八条１丁目,0,,,45,1,11,8,6,1,2,-,8,1,2,1,4
1204238002,3,旭川市,東光八条２丁目,0,,,81,-,18,15,10,6,4,1,4,5,2,7,9
1204238003,3,旭川市,東光八条３丁目,0,,,82,4,27,11,14,8,-,-,5,3,4,3,3
1204238004,3,旭川市,東光八条４丁目,0,,,107,3,16,13,10,19,3,-,8,7,11,14,3
1204238005,3,旭川市,東光八条５丁目,0,,,84,3,12,11,15,12,-,-,11,4,5,9,2
1204238006,3,旭川市,東光八条６丁目,0,,,58,-,7,14,8,8,2,-,9,4,1,5,-
1204238007,3,旭川市,東光八条７丁目,0,,,77,2,17,10,6,10,1,2,10,4,5,6,4
1204238008,3,旭川市,東光八条８丁目,0,,,50,1,7,7,5,10,3,-,6,-,7,2,2
1204238009,3,旭川市,東光八条９丁目,0,,,28,-,9,5,7,3,-,-,1,2,-,1,-
1204238010,3,旭川市,東光八条１０丁目,0,,,65,2,13,14,9,6,1,1,8,4,5,1,1
12042390,2,旭川市,東光九条,0,,,871,26,167,151,133,112,14,10,94,34,50,60,20
1204239001,3,旭川市,東光九条１丁目,0,,,131,3,26,30,15,21,3,1,14,6,5,5,2
1204239002,3,旭川市,東光九条２丁目,0,,,47,-,3,10,7,9,-,-,6,3,-,4,5
1204239003,3,旭川市,東光九条３丁目,0,,,77,4,15,9,10,15,1,2,8,3,4,4,2
1204239004,3,旭川市,東光九条４丁目,0,,,92,4,16,18,16,13,2,-,13,1,6,3,-
1204239005,3,旭川市,東光九条５丁目,0,,,174,3,40,23,24,24,4,3,15,7,14,11,6
1204239006,3,旭川市,東光九条６丁目,0,,,79,2,17,11,15,8,-,-,4,5,5,12,-
1204239007,3,旭川市,東光九条７丁目,0,,,79,5,11,16,18,4,1,-,9,1,3,9,2
1204239008,3,旭川市,東光九条８丁目,0,,,97,2,13,12,16,13,-,2,14,5,10,9,1
1204239009,3,旭川市,東光九条９丁目,0,,,48,-,17,12,5,3,2,1,6,2,-,-,-
1204239010,3,旭川市,東光九条１０丁目,0,,,47,3,9,10,7,2,1,1,5,1,3,3,2
12042400,2,旭川市,東光十条,0,,,886,17,117,142,122,154,20,15,107,31,49,81,31
1204240001,3,旭川市,東光十条１丁目,0,,,108,2,10,18,17,17,2,2,13,1,8,11,7
1204240002,3,旭川市,東光十条２丁目,0,,,102,2,23,15,11,17,1,1,10,3,7,9,3
1204240003,3,旭川市,東光十条３丁目,0,,,201,5,14,22,27,48,9,2,28,8,9,28,1
1204240004,3,旭川市,東光十条４丁目,0,,,90,3,16,15,16,15,3,-,6,3,6,3,4
1204240005,3,旭川市,東光十条５丁目,0,,,119,1,14,24,19,13,1,1,16,7,11,8,4
1204240006,3,旭川市,東光十条６丁目,0,,,91,2,19,15,9,13,2,5,8,3,4,3,8
1204240007,3,旭川市,東光十条７丁目,0,,,52,1,6,11,4,13,1,-,5,1,2,7,1
1204240008,3,旭川市,東光十条８丁目,0,,,96,1,12,17,16,15,1,2,15,4,1,9,3
1204240009,3,旭川市,東光十条９丁目,0,,,27,-,3,5,3,3,-,2,6,1,1,3,-
12042410,2,旭川市,東光十一条,0,,,852,15,174,137,106,117,18,8,95,34,44,63,41
1204241001,3,旭川市,東光十一条１丁目,0,,,134,1,22,23,15,11,3,3,19,8,10,12,7
1204241002,3,旭川市,東光十一条２丁目,0,,,182,5,48,25,15,34,5,2,12,5,7,15,9
1204241003,3,旭川市,東光十一条３丁目,0,,,48,2,6,7,7,10,2,-,6,2,2,3,1
1204241004,3,旭川市,東光十一条４丁目,0,,,110,2,17,19,16,18,3,-,12,6,5,9,3
1204241005,3,旭川市,東光十一条５丁目,0,,,86,2,19,18,8,12,1,2,9,1,5,3,6
1204241006,3,旭川市,東光十一条６丁目,0,,,86,2,16,11,10,9,2,-,9,2,9,11,5
1204241007,3,旭川市,東光十一条７丁目,0,,,79,1,22,13,14,6,1,1,6,4,2,4,5
1204241008,3,旭川市,東光十一条８丁目,0,,,100,-,17,17,17,14,1,-,17,4,2,6,5
1204241009,3,旭川市,東光十一条９丁目,0,,,27,-,7,4,4,3,-,-,5,2,2,-,-
12042420,2,旭川市,東光十二条,0,,,893,16,147,128,116,138,22,19,115,32,48,86,26
1204242001,3,旭川市,東光十二条１丁目,0,,,71,1,9,10,12,17,5,-,5,1,3,5,3
1204242002,3,旭川市,東光十二条２丁目,0,,,140,2,23,17,18,20,1,2,24,6,8,10,9
1204242003,3,旭川市,東光十二条３丁目,0,,,120,-,35,26,19,12,6,1,7,1,5,5,3
1204242004,3,旭川市,東光十二条４丁目,0,,,150,1,11,9,23,37,2,2,26,11,5,20,3
1204242005,3,旭川市,東光十二条５丁目,0,,,95,2,17,16,14,11,-,1,9,3,7,12,3
1204242006,3,旭川市,東光十二条６丁目,0,,,50,3,11,10,3,4,1,3,6,2,2,5,-
1204242007,3,旭川市,東光十二条７丁目,0,,,117,5,17,20,11,13,5,4,17,3,7,15,-
1204242008,3,旭川市,東光十二条８丁目,0,,,123,1,20,17,13,21,2,6,16,4,9,11,3
1204242009,3,旭川市,東光十二条９丁目,0,,,27,1,4,3,3,3,-,-,5,1,2,3,2
12042430,2,旭川市,東光十三条,0,,,905,13,136,141,126,126,26,11,99,40,59,71,57
1204243001,3,旭川市,東光十三条１丁目,0,,,170,4,40,25,22,21,5,4,15,10,7,7,10
1204243002,3,旭川市,東光十三条２丁目,0,,,125,4,19,17,11,19,3,-,12,7,12,8,13
1204243003,3,旭川市,東光十三条３丁目,0,,,134,-,16,25,18,14,3,2,16,3,12,16,9
1204243004,3,旭川市,東光十三条４丁目,0,,,92,1,12,15,10,16,2,1,7,2,7,9,10
1204243005,3,旭川市,東光十三条５丁目,0,,,92,-,14,12,10,18,4,2,13,5,4,8,2
1204243006,3,旭川市,東光十三条６丁目,0,,,89,-,10,13,19,18,4,-,10,1,5,5,4
1204243007,3,旭川市,東光十三条７丁目,0,,,81,2,9,13,11,8,3,-,12,7,3,11,2
1204243008,3,旭川市,東光十三条８丁目,0,,,80,1,14,15,17,5,2,2,8,4,4,6,2
1204243009,3,旭川市,東光十三条９丁目,0,,,42,1,2,6,8,7,-,-,6,1,5,1,5
12042440,2,旭川市,東光十四条,0,,,796,20,141,105,98,125,15,15,100,35,50,62,30
1204244001,3,旭川市,東光十四条１丁目,0,,,21,1,4,1,4,5,1,-,1,-,1,3,-
1204244002,3,旭川市,東光十四条２丁目,0,,,129,1,28,12,19,24,4,1,17,7,3,8,5
1204244003,3,旭川市,東光十四条３丁目,0,,,111,-,18,15,14,17,-,2,16,4,5,13,7
1204244004,3,旭川市,東光十四条４丁目,0,,,102,3,16,16,12,21,4,2,13,1,8,1,5
1204244005,3,旭川市,東光十四条５丁目,0,,,101,7,18,11,10,19,1,-,12,3,6,9,5
1204244006,3,旭川市,東光十四条６丁目,0,,,92,2,16,19,9,10,1,2,12,5,7,6,3
1204244007,3,旭川市,東光十四条７丁目,0,,,109,2,21,12,10,14,3,4,16,6,6,11,4
1204244008,3,旭川市,東光十四条８丁目,0,,,106,3,20,17,17,12,1,2,9,6,10,8,1
1204244009,3,旭川市,東光十四条９丁目,0,,,25,1,-,2,3,3,-,2,4,3,4,3,-
12042450,2,旭川市,東光十五条,0,,,551,10,88,83,78,85,8,10,59,32,33,42,23
1204245002,3,旭川市,東光十五条２丁目,0,,,32,1,2,7,5,5,-,-,4,7,1,-,-
1204245003,3,旭川市,東光十五条３丁目,0,,,65,1,8,13,4,8,2,-,8,7,4,6,4
1204245004,3,旭川市,東光十五条４丁目,0,,,124,-,20,14,15,22,4,5,15,6,6,10,7
1204245005,3,旭川市,東光十五条５丁目,0,,,51,1,8,7,7,15,-,-,6,-,2,1,4
1204245006,3,旭川市,東光十五条６丁目,0,,,90,3,11,16,19,10,1,-,11,7,1,6,5
1204245007,3,旭川市,東光十五条７丁目,0,,,79,2,11,9,12,9,-,2,7,3,15,9,-
1204245008,3,旭川市,東光十五条８丁目,0,,,78,2,21,10,14,10,1,2,8,1,2,6,1
1204245009,3,旭川市,東光十五条９丁目,0,,,32,-,7,7,2,6,-,1,-,1,2,4,2
12042460,2,旭川市,東光十六条,0,,,569,19,92,86,80,110,13,6,52,22,36,40,13
1204246003,3,旭川市,東光十六条３丁目,0,,,69,2,7,12,7,19,2,1,8,1,5,5,-
1204246004,3,旭川市,東光十六条４丁目,0,,,122,1,15,16,19,21,7,2,13,4,9,6,9
1204246005,3,旭川市,東光十六条５丁目,0,,,91,2,22,10,9,23,-,-,9,6,3,7,-
1204246006,3,旭川市,東光十六条６丁目,0,,,97,5,15,12,13,21,2,1,5,5,9,6,3
1204246007,3,旭川市,東光十六条７丁目,0,,,42,-,9,7,10,5,-,1,5,1,1,2,1
1204246008,3,旭川市,東光十六条８丁目,0,,,112,9,17,23,17,17,2,-,7,3,8,9,-
1204246009,3,旭川市,東光十六条９丁目,0,,,36,-,7,6,5,4,-,1,5,2,1,5,-
12042470,2,旭川市,東光十七条,0,,,356,10,78,51,45,44,10,7,36,11,25,29,10
1204247004,3,旭川市,東光十七条４丁目,0,,,73,2,10,10,9,8,2,4,9,3,5,7,4
1204247005,3,旭川市,東光十七条５丁目,0,,,75,-,17,5,13,11,1,-,10,2,6,6,4
1204247006,3,旭川市,東光十七条６丁目,0,,,31,4,5,6,6,4,2,-,1,-,2,-,1
1204247007,3,旭川市,東光十七条７丁目,0,,,112,4,26,16,12,15,1,1,13,2,9,12,1
1204247008,3,旭川市,東光十七条８丁目,0,,,10,-,3,-,1,-,1,2,1,1,-,1,-
