KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T000865001,T000865002,T000865003,T000865004,T000865005,T000865006,T000865007,T000865008,T000865009,T000865010,T000865011,T000865012,T000865013,T000865014,T000865015,T000865016,T000865017,T000865018,T000865019,T000865020,T000865021,T000865022,T000865023,T000865024,T000865025
,,,,,,,総数,Ａ　農業、林業,　うち農業,Ｂ　漁業,Ｃ　鉱業、採石業、砂利採取業,Ｄ　建設業,Ｅ　製造業,Ｆ　電気・ガス・熱供給・水道業,Ｇ　情報通信業,Ｈ　運輸業、郵便業,Ｉ　卸売業、小売業,Ｊ　金融業、保険業,Ｋ　不動産業、物品賃貸業,Ｌ　学術研究、専門・技術サービス業,Ｍ　宿泊業、飲食サービス業,Ｎ　生活関連サービス業、娯楽業,Ｏ　教育、学習支援業,Ｐ　医療、福祉,Ｑ　複合サービス事業,Ｒ　サービス業（他に分類されないもの）,Ｓ　公務（他に分類されるものを除く）,Ｔ　分類不能の産業,雇用者（役員を含む）,自営業主（家庭内職者を含む）,家族従業者
1211063001,3,網走市,つくしケ丘１丁目,0,,,154,2,2,2,-,10,8,-,-,5,24,3,2,41,5,5,7,12,-,8,16,4,144,5,2
1211063002,3,網走市,つくしケ丘２丁目,0,,,201,7,7,7,-,21,14,-,-,14,27,5,2,5,11,9,4,31,7,13,17,7,179,15,3
1211063003,3,網走市,つくしケ丘３丁目,0,,,302,8,7,7,-,36,29,-,3,19,38,7,2,8,32,8,8,37,7,23,13,17,277,17,3
1211063004,3,網走市,つくしケ丘４丁目,0,,,145,4,4,4,-,10,17,-,2,6,26,5,1,1,6,13,6,23,1,9,9,2,117,18,9
1211063005,3,網走市,つくしケ丘５丁目,0,,,175,13,13,6,-,13,10,-,2,9,24,3,1,3,9,4,15,15,3,10,22,13,154,14,1
1211063006,3,網走市,つくしケ丘６丁目,0,,,229,8,7,7,-,24,26,1,2,10,35,1,1,3,23,9,7,25,5,23,11,8,211,10,2
12110640,2,網走市,潮見,0,,,2858,97,93,79,2,311,236,9,18,115,448,52,40,81,206,102,139,398,47,192,183,103,2578,157,35
1211064001,3,網走市,潮見１丁目,0,,,279,7,7,13,-,26,21,-,2,11,31,10,3,8,11,9,19,64,8,9,23,4,265,8,2
1211064002,3,網走市,潮見２丁目,0,,,375,10,10,6,1,39,18,3,2,8,69,9,4,14,35,13,24,53,6,23,19,19,337,15,4
1211064003,3,網走市,潮見３丁目,0,,,167,3,3,10,-,12,14,1,-,11,26,2,7,8,8,6,5,28,1,12,9,4,150,9,4
1211064004,3,網走市,潮見４丁目,0,,,145,4,4,4,-,19,20,-,-,7,26,1,2,5,18,4,2,16,4,9,2,2,132,10,2
1211064005,3,網走市,潮見５丁目,0,,,301,10,9,4,-,27,20,1,2,18,44,6,5,8,17,9,27,47,6,24,14,12,262,24,4
1211064006,3,網走市,潮見６丁目,0,,,320,16,16,10,-,37,28,-,2,9,57,5,4,9,25,16,9,32,5,27,10,19,289,14,2
1211064007,3,網走市,潮見７丁目,0,,,257,13,11,9,-,40,19,1,5,8,43,3,6,7,14,14,6,35,4,10,14,6,221,24,9
1211064008,3,網走市,潮見８丁目,0,,,311,-,-,4,-,34,34,1,1,17,41,3,4,6,14,11,19,50,6,25,31,10,280,20,3
1211064009,3,網走市,潮見９丁目,0,,,340,24,23,8,-,40,29,2,4,10,54,8,4,6,34,7,13,39,2,23,24,9,319,13,3
1211064010,3,網走市,潮見１０丁目,0,,,168,4,4,6,1,12,14,-,-,4,26,2,-,9,18,8,11,14,3,13,11,12,149,7,-
1211064011,3,網走市,潮見１１丁目,0,,,195,6,6,5,-,25,19,-,-,12,31,3,1,1,12,5,4,20,2,17,26,6,174,13,2
12110650,2,網走市,字潮見,0,,,772,40,38,25,1,66,56,2,3,28,122,15,18,28,49,27,40,123,10,38,48,33,667,54,21
12110660,2,網走市,向陽ケ丘,0,,,996,12,11,31,-,66,69,3,3,35,103,10,10,43,54,22,86,151,11,42,218,27,907,56,15
1211066001,3,網走市,向陽ケ丘１丁目,0,,,57,1,1,-,-,4,4,-,2,1,15,-,1,-,8,2,1,7,1,5,2,3,49,7,-
1211066002,3,網走市,向陽ケ丘２丁目,0,,,208,2,2,8,-,25,21,1,1,8,29,6,-,5,12,6,19,36,-,11,16,2,177,21,8
1211066003,3,網走市,向陽ケ丘３丁目,0,,,132,2,2,4,-,11,10,-,-,2,23,1,1,7,9,5,9,20,-,8,11,9,115,11,1
1211066004,3,網走市,向陽ケ丘４丁目,0,,,87,-,-,6,-,5,7,-,-,7,11,1,2,-,5,2,7,20,-,5,7,2,85,1,-
1211066005,3,網走市,向陽ケ丘５丁目,1,,66006,275,7,6,13,-,20,25,1,-,16,23,2,5,12,20,6,33,49,10,13,12,8,248,14,6
1211066006,3,網走市,向陽ケ丘６丁目,2,66005,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1211066007,3,網走市,向陽ケ丘７丁目,0,,,237,-,-,-,-,1,2,1,-,1,2,-,1,19,-,1,17,19,-,-,170,3,233,2,-
12110670,2,網走市,字向陽ケ丘,0,,,8,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,6,-,2
12110680,2,網走市,字明治,0,,,21,5,5,1,-,2,1,-,-,1,2,-,-,-,2,-,2,3,-,-,1,1,14,4,2
12110690,2,網走市,字二ツ岩,0,,,66,8,7,17,-,1,11,-,-,1,5,-,2,-,5,3,1,4,1,6,1,-,37,21,8
12110700,2,網走市,字美岬,0,,,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,-,53,-,-
12110710,2,網走市,字能取,0,,,126,72,72,30,-,3,3,-,-,7,3,-,-,-,1,1,1,1,1,-,-,3,45,32,48
12110720,2,網走市,能取港町,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12110730,2,網走市,字平和,0,,,38,28,28,-,-,-,3,-,-,1,-,1,1,-,-,-,-,1,-,1,-,2,17,10,10
12110740,2,網走市,字卯原内,0,,,312,83,78,33,-,12,30,-,-,5,40,-,7,4,21,6,11,18,11,15,6,10,202,50,54
12110750,2,網走市,字越歳,0,,,30,27,27,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6,7,17
12110760,2,網走市,字嘉多山,0,,,197,152,152,25,-,4,-,-,-,2,3,-,-,1,2,-,-,2,3,1,-,2,37,55,104
12110770,2,網走市,字二見ケ岡,0,,,88,45,45,2,-,6,6,-,-,3,6,-,-,1,5,1,-,3,2,7,-,1,44,20,24
12110780,2,網走市,字八坂,0,,,13,10,10,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-,-,-,5,3,5
12110790,2,網走市,字呼人,0,,,562,42,42,30,1,39,45,-,1,11,47,4,3,10,101,18,65,67,5,33,14,26,425,76,47
12110800,2,網走市,字東網走,0,,,21,16,16,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,3,3,6,9
12110810,2,網走市,字中園,0,,,67,55,55,-,-,1,-,1,-,-,1,-,-,-,-,2,2,2,-,2,1,-,18,19,30
12110820,2,網走市,字豊郷,0,,,43,41,41,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,6,15,22
12110830,2,網走市,字鱒浦,0,,,74,8,8,27,-,5,5,1,-,-,8,1,-,-,5,2,1,5,-,3,2,1,44,17,13
12110831,2,網走市,鱒浦,0,,,191,4,4,11,-,20,19,-,-,7,23,1,6,9,9,4,13,18,2,11,33,1,177,10,3
12110832,2,網走市,鱒浦,0,,,136,2,2,10,-,13,16,-,2,12,14,1,2,1,14,2,5,17,5,12,5,3,124,10,1
12110833,2,網走市,鱒浦,0,,,289,8,8,10,-,29,23,1,-,26,56,3,3,7,19,8,5,43,5,29,12,2,272,13,2
12110834,2,網走市,鱒浦,0,,,197,12,12,12,-,29,17,-,3,14,30,4,-,3,11,5,1,29,3,15,4,5,182,9,1
12110835,2,網走市,鱒浦,0,,,72,2,2,2,-,12,16,-,1,4,9,3,3,2,1,2,1,10,-,4,-,-,71,1,-
12110840,2,網走市,字藻琴,0,,,279,40,39,11,-,22,49,-,2,8,32,4,2,2,13,7,10,29,12,10,3,23,213,31,16
12110850,2,網走市,字昭和,0,,,15,14,14,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,4,10
12110860,2,網走市,字山里,0,,,51,39,39,-,-,2,1,-,-,-,4,-,-,-,-,-,-,2,-,2,-,1,11,13,27
12110870,2,網走市,字稲富,0,,,65,53,53,-,-,-,4,-,-,-,2,-,-,-,1,-,2,1,-,1,1,-,17,19,29
12110880,2,網走市,字北浜,1,,890,168,65,65,23,-,6,8,-,-,5,10,2,-,3,9,3,4,5,17,3,1,4,77,39,49
12110890,2,網走市,字丸万,2,880,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12110900,2,網走市,字実豊,0,,,32,31,31,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,12,19
12110910,2,網走市,字音根内,0,,,116,112,112,-,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,1,-,-,5,35,76
12110920,2,網走市,字浦士別,0,,,96,82,82,-,-,1,1,-,-,-,3,-,-,-,1,1,1,3,-,1,-,2,17,35,44
12110930,2,網走市,字栄,0,,,67,62,62,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,10,20,37
12110940,2,網走市,字清浦,0,,,7,6,6,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3,4
1212,1,留萌市,,0,,,10813,230,180,128,2,1163,1035,75,52,599,1549,229,123,353,511,320,378,1590,167,692,1575,42,9732,737,300
12120010,2,留萌市,大町,0,,,274,1,1,5,-,29,55,-,1,19,30,5,1,4,18,11,5,50,2,26,12,-,256,16,2
1212001001,3,留萌市,大町１丁目,0,,,29,-,-,-,-,3,7,-,-,3,-,1,-,-,2,2,2,3,-,3,3,-,26,3,-
1212001002,3,留萌市,大町２丁目,0,,,93,1,1,2,-,13,25,-,-,8,7,1,-,1,7,3,1,11,1,10,2,-,89,4,-
1212001003,3,留萌市,大町３丁目,0,,,152,-,-,3,-,13,23,-,1,8,23,3,1,3,9,6,2,36,1,13,7,-,141,9,2
12120020,2,留萌市,港町,0,,,164,1,1,1,-,24,13,1,-,15,25,3,-,3,11,4,1,26,3,15,18,-,151,9,4
1212002001,3,留萌市,港町１丁目,0,,,55,1,1,1,-,9,4,-,-,6,5,1,-,2,3,-,-,8,1,5,9,-,52,2,1
1212002002,3,留萌市,港町２丁目,0,,,61,-,-,-,-,5,7,1,-,7,12,2,-,-,4,-,1,12,-,7,3,-,56,4,1
1212002003,3,留萌市,港町３丁目,0,,,48,-,-,-,-,10,2,-,-,2,8,-,-,1,4,4,-,6,2,3,6,-,43,3,2
12120030,2,留萌市,本町,0,,,171,-,-,2,-,15,8,-,2,8,35,5,8,8,8,17,5,18,4,10,15,3,136,21,10
1212003001,3,留萌市,本町１丁目,0,,,30,-,-,-,-,2,3,-,1,-,11,-,-,3,1,4,1,2,-,-,2,-,23,5,2
1212003002,3,留萌市,本町２丁目,0,,,53,-,-,1,-,6,1,-,-,1,13,2,-,2,3,6,1,4,1,6,6,-,38,8,6
1212003003,3,留萌市,本町３丁目,0,,,62,-,-,1,-,3,4,-,1,6,8,2,4,2,3,4,3,10,2,3,4,2,54,4,2
1212003004,3,留萌市,本町４丁目,0,,,26,-,-,-,-,4,-,-,-,1,3,1,4,1,1,3,-,2,1,1,3,1,21,4,-
12120040,2,留萌市,瀬越町,0,,,45,-,-,9,-,4,5,-,-,5,4,-,-,2,1,1,-,5,1,6,2,-,40,3,2
12120050,2,留萌市,明元町,0,,,105,-,-,1,-,12,8,1,-,7,13,3,-,4,9,6,2,18,2,10,9,-,85,15,5
1212005001,3,留萌市,明元町１丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1212005002,3,留萌市,明元町２丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1212005003,3,留萌市,明元町３丁目,0,,,16,-,-,-,-,2,3,-,-,-,3,1,-,-,-,1,1,2,-,2,1,-,13,3,-
1212005004,3,留萌市,明元町４丁目,0,,,11,-,-,-,-,2,1,-,-,-,1,1,-,-,-,-,-,3,1,-,2,-,9,2,-
1212005005,3,留萌市,明元町５丁目,0,,,24,-,-,-,-,2,2,-,-,4,3,-,-,-,1,2,-,3,-,5,2,-,19,4,1
1212005006,3,留萌市,明元町６丁目,0,,,54,-,-,1,-,6,2,1,-,3,6,1,-,4,8,3,1,10,1,3,4,-,44,6,4
12120060,2,留萌市,錦町,0,,,281,1,1,2,-,18,14,3,4,6,70,10,2,14,45,21,5,39,-,3,20,4,196,50,32
1212006001,3,留萌市,錦町１丁目,0,,,146,1,1,2,-,10,10,-,3,6,34,6,-,5,18,14,3,21,-,1,11,1,108,26,12
1212006002,3,留萌市,錦町２丁目,0,,,55,-,-,-,-,4,2,-,1,-,13,1,1,3,13,4,-,6,-,2,3,2,31,11,11
1212006003,3,留萌市,錦町３丁目,0,,,30,-,-,-,-,-,-,1,-,-,13,-,-,2,10,-,1,2,-,-,1,-,19,7,4
1212006004,3,留萌市,錦町４丁目,0,,,50,-,-,-,-,4,2,2,-,-,10,3,1,4,4,3,1,10,-,-,5,1,38,6,5
12120070,2,留萌市,沖見町,0,,,1017,7,3,10,1,113,135,4,3,55,122,12,7,83,39,17,47,131,31,66,126,8,943,53,13
1212007001,3,留萌市,沖見町１丁目,0,,,7,-,-,-,-,4,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-,-,7,-,-
1212007002,3,留萌市,沖見町２丁目,0,,,175,-,-,1,-,11,14,-,-,6,15,-,1,54,6,3,8,29,2,5,20,-,164,10,1
1212007003,3,留萌市,沖見町３丁目,0,,,260,1,-,2,1,30,31,2,2,16,32,2,2,16,11,4,27,33,5,15,23,5,247,7,1
1212007004,3,留萌市,沖見町４丁目,0,,,180,3,-,4,-,19,21,2,1,12,17,3,2,8,7,1,6,20,2,10,42,-,170,7,3
1212007005,3,留萌市,沖見町５丁目,0,,,282,1,1,1,-,40,51,-,-,14,39,4,2,4,12,9,4,41,20,27,12,1,254,22,5
1212007006,3,留萌市,沖見町６丁目,0,,,113,2,2,2,-,9,18,-,-,6,19,3,-,1,3,-,2,6,2,9,29,2,101,7,3
12120080,2,留萌市,寿町,0,,,260,1,1,3,-,15,14,1,-,5,32,11,5,56,6,3,14,25,3,17,48,1,238,15,6
1212008001,3,留萌市,寿町１丁目,0,,,81,-,-,1,-,3,5,1,-,3,14,5,4,7,3,-,4,6,2,9,13,1,76,4,-
1212008002,3,留萌市,寿町２丁目,0,,,50,1,1,2,-,5,-,-,-,-,6,4,1,4,2,2,6,8,-,6,3,-,39,7,4
1212008003,3,留萌市,寿町３丁目,0,,,129,-,-,-,-,7,9,-,-,2,12,2,-,45,1,1,4,11,1,2,32,-,123,4,2
12120090,2,留萌市,幸町,0,,,151,-,-,1,-,16,16,-,2,11,22,3,4,3,8,10,7,23,3,9,13,-,132,17,2
1212009001,3,留萌市,幸町１丁目,0,,,18,-,-,-,-,3,2,-,1,1,1,1,-,-,3,2,-,2,-,1,1,-,16,2,-
1212009002,3,留萌市,幸町２丁目,0,,,44,-,-,-,-,3,8,-,-,4,7,-,1,-,2,1,3,7,-,3,5,-,36,8,-
1212009003,3,留萌市,幸町３丁目,0,,,64,-,-,1,-,7,5,-,1,4,10,2,1,2,2,5,2,11,1,4,6,-,61,3,-
1212009004,3,留萌市,幸町４丁目,0,,,25,-,-,-,-,3,1,-,-,2,4,-,2,1,1,2,2,3,2,1,1,-,19,4,2
12120100,2,留萌市,宮園町,0,,,277,1,1,2,-,25,28,1,2,11,36,4,3,19,19,9,14,36,4,35,27,1,244,20,12
1212010001,3,留萌市,宮園町１丁目,0,,,102,1,1,1,-,12,12,-,2,6,12,-,1,9,7,1,4,12,2,12,7,1,92,6,3
1212010002,3,留萌市,宮園町２丁目,0,,,67,-,-,-,-,6,6,-,-,3,11,2,-,3,6,2,5,11,1,4,7,-,61,5,1
1212010003,3,留萌市,宮園町３丁目,0,,,79,-,-,-,-,7,7,-,-,2,10,1,-,7,6,6,2,10,1,13,7,-,68,6,5
1212010004,3,留萌市,宮園町４丁目,0,,,29,-,-,1,-,-,3,1,-,-,3,1,2,-,-,-,3,3,-,6,6,-,23,3,3
12120110,2,留萌市,見晴町,0,,,834,25,6,15,-,101,95,1,4,52,100,15,3,17,31,27,27,128,14,54,123,2,783,40,9
1212011001,3,留萌市,見晴町１丁目,0,,,234,17,1,4,-,19,17,1,1,6,26,9,-,9,4,8,15,43,5,9,39,2,217,11,4
1212011002,3,留萌市,見晴町２丁目,0,,,117,1,1,3,-,9,9,-,-,5,13,-,-,-,5,1,-,11,-,9,51,-,107,8,2
1212011003,3,留萌市,見晴町３丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1212011004,3,留萌市,見晴町４丁目,0,,,141,2,-,2,-,14,24,-,-,9,18,2,1,2,7,2,4,19,4,20,11,-,135,5,1
1212011005,3,留萌市,見晴町５丁目,0,,,103,1,-,-,-,23,14,-,1,11,15,1,-,2,3,6,3,11,1,3,8,-,93,9,1
1212011006,3,留萌市,見晴町６丁目,0,,,239,4,4,6,-,36,31,-,2,21,28,3,2,4,12,10,5,44,4,13,14,-,231,7,1
1212011007,3,留萌市,見晴町７丁目,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12120120,2,留萌市,栄町,0,,,278,2,1,4,-,29,33,-,2,20,56,4,4,7,24,10,3,53,2,12,12,1,222,36,19
1212012001,3,留萌市,栄町１丁目,0,,,123,-,-,-,-,18,8,-,-,14,23,2,1,2,15,3,2,25,-,4,6,-,101,13,9
1212012002,3,留萌市,栄町２丁目,0,,,114,2,1,4,-,7,23,-,1,5,26,1,3,2,7,5,1,17,1,5,4,-,89,17,8
1212012003,3,留萌市,栄町３丁目,0,,,41,-,-,-,-,4,2,-,1,1,7,1,-,3,2,2,-,11,1,3,2,1,32,6,2
12120130,2,留萌市,開運町,0,,,370,5,3,1,-,27,18,4,4,20,79,22,8,14,36,21,8,57,6,9,27,4,303,45,18
1212013001,3,留萌市,開運町１丁目,0,,,100,2,1,-,-,5,7,-,2,8,23,2,2,5,2,7,3,21,2,2,7,-,83,13,4
1212013002,3,留萌市,開運町２丁目,0,,,144,-,-,1,-,15,4,3,1,7,30,6,4,6,15,6,2,24,-,4,12,4,121,14,5
1212013003,3,留萌市,開運町３丁目,0,,,126,3,2,-,-,7,7,1,1,5,26,14,2,3,19,8,3,12,4,3,8,-,99,18,9
12120140,2,留萌市,末広町,0,,,433,4,-,1,-,43,31,6,3,17,69,11,6,18,25,10,13,53,8,24,89,2,406,21,4
1212014001,3,留萌市,末広町１丁目,0,,,191,1,-,-,-,21,11,-,1,9,26,2,1,8,13,1,4,17,4,9,61,2,181,7,1
1212014002,3,留萌市,末広町２丁目,0,,,113,-,-,1,-,10,9,5,1,6,20,7,4,3,4,2,4,18,1,8,10,-,110,2,1
1212014003,3,留萌市,末広町３丁目,0,,,35,1,-,-,-,5,3,-,-,2,4,-,-,1,3,3,2,5,1,3,2,-,30,3,2
1212014004,3,留萌市,末広町４丁目,0,,,94,2,-,-,-,7,8,1,1,-,19,2,1,6,5,4,3,13,2,4,16,-,85,9,-
12120150,2,留萌市,花園町,0,,,355,3,3,4,-,24,32,21,3,11,69,13,4,9,17,12,21,50,7,17,38,-,311,33,11
1212015001,3,留萌市,花園町１丁目,0,,,113,-,-,2,-,7,6,18,-,4,11,4,1,3,9,5,8,20,3,2,10,-,98,10,5
1212015002,3,留萌市,花園町２丁目,0,,,50,-,-,-,-,3,7,-,-,2,16,1,-,1,2,2,-,7,2,4,3,-,40,7,3
1212015003,3,留萌市,花園町３丁目,0,,,78,-,-,1,-,5,3,-,2,1,28,4,2,3,2,2,1,7,-,4,13,-,68,7,3
1212015004,3,留萌市,花園町４丁目,0,,,94,3,3,-,-,7,14,2,1,4,11,4,1,2,1,2,11,11,2,6,12,-,89,5,-
1212015005,3,留萌市,花園町５丁目,0,,,20,-,-,1,-,2,2,1,-,-,3,-,-,-,3,1,1,5,-,1,-,-,16,4,-
12120160,2,留萌市,旭町,0,,,295,3,2,7,-,34,39,1,2,12,46,10,3,3,18,13,4,45,4,26,23,2,259,25,9
1212016001,3,留萌市,旭町１丁目,0,,,48,-,-,1,-,3,4,-,1,1,11,-,1,2,5,-,-,11,-,5,2,1,38,8,1
1212016002,3,留萌市,旭町２丁目,0,,,50,1,1,1,-,5,4,-,1,2,7,1,-,-,5,7,2,7,2,2,3,-,39,7,4
1212016003,3,留萌市,旭町３丁目,0,,,197,2,1,5,-,26,31,1,-,9,28,9,2,1,8,6,2,27,2,19,18,1,182,10,4
12120170,2,留萌市,泉町,0,,,217,4,4,-,-,19,24,7,1,5,29,3,1,5,12,6,10,45,9,22,15,-,200,15,2
1212017001,3,留萌市,泉町１丁目,0,,,184,4,4,-,-,11,21,7,1,4,28,3,1,4,8,5,10,39,9,16,13,-,170,12,2
1212017002,3,留萌市,泉町２丁目,0,,,33,-,-,-,-,8,3,-,-,1,1,-,-,1,4,1,-,6,-,6,2,-,30,3,-
12120180,2,留萌市,住之江町,0,,,378,3,2,4,-,47,56,1,3,23,42,15,6,9,13,12,7,43,4,27,63,-,352,19,6
1212018001,3,留萌市,住之江町１丁目,0,,,197,1,-,2,-,20,24,-,2,9,21,7,4,3,6,7,2,24,3,14,48,-,186,8,3
1212018002,3,留萌市,住之江町２丁目,0,,,43,1,1,-,-,6,17,-,-,2,2,1,-,1,3,2,1,4,-,-,3,-,42,1,-
1212018003,3,留萌市,住之江町３丁目,0,,,97,1,1,2,-,13,10,1,1,7,13,6,-,5,3,1,3,14,1,9,7,-,86,7,3
1212018004,3,留萌市,住之江町４丁目,0,,,41,-,-,-,-,8,5,-,-,5,6,1,2,-,1,2,1,1,-,4,5,-,38,3,-
12120190,2,留萌市,船場町,1,,019001;019002,7,-,-,-,-,1,-,-,-,1,2,1,-,-,-,-,-,-,-,2,-,-,5,2,-
1212019001,3,留萌市,船場町１丁目,2,190,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1212019002,3,留萌市,船場町２丁目,2,190,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12120200,2,留萌市,元町,0,,,274,-,-,6,-,31,31,1,-,25,46,7,2,8,15,14,13,35,5,13,19,3,239,23,10
1212020001,3,留萌市,元町１丁目,0,,,32,-,-,-,-,4,3,-,-,3,4,2,-,1,1,2,2,6,1,2,1,-,29,2,1
1212020002,3,留萌市,元町２丁目,0,,,57,-,-,1,-,6,6,-,-,4,14,1,-,-,4,4,7,7,1,1,1,-,47,6,4
1212020003,3,留萌市,元町３丁目,0,,,55,-,-,1,-,6,6,-,-,5,10,-,1,5,2,2,2,7,-,2,5,1,49,5,1
1212020004,3,留萌市,元町４丁目,0,,,43,-,-,-,-,5,3,1,-,6,6,1,1,2,3,1,2,3,-,5,3,1,39,2,1
1212020005,3,留萌市,元町５丁目,0,,,87,-,-,4,-,10,13,-,-,7,12,3,-,-,5,5,-,12,3,3,9,1,75,8,3
12120210,2,留萌市,野本町,0,,,267,6,3,2,-,31,32,2,3,16,44,6,4,4,13,1,7,43,3,31,19,-,255,9,3
12120220,2,留萌市,千鳥町,0,,,472,3,1,3,-,87,48,2,1,30,64,8,9,10,11,11,23,80,10,27,45,-,445,23,4
1212022001,3,留萌市,千鳥町１丁目,0,,,75,1,-,-,-,9,13,-,1,8,6,2,2,-,2,4,4,12,-,4,7,-,66,7,2
1212022002,3,留萌市,千鳥町２丁目,0,,,86,-,-,1,-,12,4,1,-,7,17,1,2,2,1,4,1,19,-,5,9,-,83,3,-
1212022003,3,留萌市,千鳥町３丁目,0,,,56,1,-,-,-,10,5,-,-,2,2,-,1,1,2,-,12,9,-,8,3,-,56,-,-
1212022004,3,留萌市,千鳥町４丁目,0,,,255,1,1,2,-,56,26,1,-,13,39,5,4,7,6,3,6,40,10,10,26,-,240,13,2
12120230,2,留萌市,元川町,1,,023001;023002,82,-,-,3,-,11,8,-,-,3,22,-,1,5,6,5,-,7,1,5,5,-,73,7,2
1212023001,3,留萌市,元川町１丁目,2,230,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
1212023002,3,留萌市,元川町２丁目,2,230,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12120240,2,留萌市,堀川町,0,,,129,4,3,-,-,19,13,-,1,9,16,-,1,-,7,-,9,19,3,14,13,1,119,7,2
1212024001,3,留萌市,堀川町１丁目,0,,,32,-,-,-,-,5,1,-,-,4,4,-,1,-,3,-,1,4,2,4,3,-,30,2,-
1212024002,3,留萌市,堀川町２丁目,1,,24003,97,4,3,-,-,14,12,-,1,5,12,-,-,-,4,-,8,15,1,10,10,1,89,5,2
1212024003,3,留萌市,堀川町３丁目,2,24002,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
12120250,2,留萌市,緑ケ丘町,0,,,548,7,7,-,-,15,4,-,-,11,20,1,2,-,3,3,6,36,-,10,430,-,534,10,4
1212025001,3,留萌市,緑ケ丘町１丁目,0,,,286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,286,-,286,-,-
1212025002,3,留萌市,緑ケ丘町２丁目,0,,,262,7,7,-,-,15,4,-,-,11,20,1,2,-,3,3,6,36,-,10,144,-,248,10,4
12120260,2,留萌市,南町,0,,,677,11,8,5,1,86,48,6,1,42,110,14,15,15,24,13,44,118,10,58,55,1,628,38,10
1212026001,3,留萌市,南町１丁目,0,,,8,2,2,1,-,-,1,-,-,1,-,-,-,-,1,-,-,1,-,1,-,-,6,1,1
1212026002,3,留萌市,南町２丁目,0,,,203,2,2,-,1,21,16,4,1,12,38,1,1,6,7,6,16,26,5,23,17,-,185,12,6
1212026003,3,留萌市,南町３丁目,0,,,22,-,-,1,-,3,1,-,-,1,5,2,-,-,1,-,-,3,-,3,2,-,21,1,-
1212026004,3,留萌市,南町４丁目,0,,,444,7,4,3,-,62,30,2,-,28,67,11,14,9,15,7,28,88,5,31,36,1,416,24,3
12120270,2,留萌市,五十嵐町,0,,,371,6,4,2,-,32,28,1,3,27,79,7,4,5,16,9,11,78,2,25,35,1,333,24,13
1212027001,3,留萌市,五十嵐町１丁目,0,,,161,1,1,2,-,17,17,-,-,12,30,2,1,1,3,3,6,38,1,12,15,-,148,9,4
1212027002,3,留萌市,五十嵐町２丁目,0,,,162,3,2,-,-,11,7,1,1,8,37,5,3,3,10,4,3,35,1,10,19,1,146,9,6
1212027003,3,留萌市,五十嵐町３丁目,0,,,48,2,1,-,-,4,4,-,2,7,12,-,-,1,3,2,2,5,-,3,1,-,39,6,3
12120280,2,留萌市,高砂町,0,,,219,2,1,-,-,21,30,1,1,17,33,3,1,6,6,8,15,37,4,12,22,-,210,5,4
1212028001,3,留萌市,高砂町１丁目,0,,,79,-,-,-,-,14,14,-,-,7,12,2,1,4,2,2,3,10,2,3,3,-,75,2,2
1212028002,3,留萌市,高砂町２丁目,0,,,102,1,1,-,-,6,14,-,1,4,14,1,-,1,3,6,12,20,2,5,12,-,99,2,1
